beatmap_id,diff_sr,diff_size,diff_approach,main_skillset
646713,6.46,4,9.3,Awkward Aim
1870205,6.36,4.5,9.3,Pattern Processing
1003928,6.38,4.3,9.6,Tech
908297,5.93,4,9.8,
737408,6.54,4,9.5,
2195752,5.61,3.3,9,
2057631,6.03,5.5,9.2,
1777995,5.6,4.5,9.2,
1893390,5.67,5,8.5,
1634214,6.69,4.5,9.6,
1974409,6.58,4.2,9.3,Awkward Aim
2139556,6.47,4.2,9.6,Pattern Processing
1478218,6.21,4,9.5,Tech
839711,6.11,3.8,9.5,
1503731,6.38,4,9.6,
1927158,6.53,3.5,9.4,
680394,6.59,5,9,
1839789,6.54,4,9.6,
49101,5.77,5,8,
1016701,6.26,4,9.5,
1068523,4.83,4,9,Jump Aim
2036906,4.9,4,9,Streams
1840585,5.03,3.8,9,Alt
1475314,4.99,4,9,Tech
1972569,4.67,4,9.2,Awkward Aim
290060,4.76,4,9,High Density Reading
112201,4.76,5.2,10,General Mechanics
168080,4.67,5.2,10,Precision
1984222,4.86,3.8,9,Jump Aim
822326,5.01,4,9.7,Speed
72470,4.61,4,8,Awkward Aim
2010756,4.45,4,9,Pattern Processing
722224,5.49,4.2,9.2,
2133966,4.8,4,9.6,Jump Aim
1612947,5.06,3,9.2,Streams
369868,5.28,4,9,Alt
1769890,5.41,3.7,9.2,Tech
2108160,5.41,4,9,Awkward Aim
77231,4.62,4,8,High Density Reading
782844,5.4,5.2,10,General Mechanics
31210,4.92,6.5,10,Precision
1135332,5.35,4.5,10,Jump Aim
2010588,5.18,4,9.7,Speed
327256,5.43,4,9.7,Speed
72604,4.77,5,8,Awkward Aim
2074065,4.63,4,9,Pattern Processing
1911445,5.19,3.6,9,Tech
1526606,5.48,4.1,9.3,
467726,5.79,4,9.2,Jump Aim
1872812,5.94,3.5,9.2,Alt
2190839,5.86,4,9.2,Tech
2103984,5.74,4,9.3,Awkward Aim
1033514,5.1,4,8,High Density Reading
1613453,5.84,5.5,10,General Mechanics
2033623,5.49,6.5,10,Precision
90940,6.01,4,9.7,Jump Aim
94640,5.78,4,10.3,Speed
891695,6.17,4,9.9,Speed
337914,4.82,4,9,Awkward Aim
122042,5.32,5,8,Pattern Processing
351993,5.56,4,9,Tech
1642420,6.23,4,9.4,
1781731,5.66,4.2,9.3,Jump Aim
1396459,6.28,4.2,9.5,Streams
2233533,5.93,4,9.4,Alt
1966553,6.12,3.8,9.5,Tech
1945948,6.25,4,9.4,Strain Stamina
1815675,5.58,4.5,9,Awkward Aim
61450,5.47,4,8,High Density Reading
2034833,6.07,4.3,9.6,Flow Aim
1890389,6.13,5.2,10,General Mechanics
1860536,6.05,5.9,10,Precision
1760024,6.03,4.9,10,Alt
539090,6.24,4,10,Jump Aim
722495,6.11,4,10.3,Speed
471098,6.24,4,10,Speed
382238,6.04,4,9,Awkward Aim
205282,5.87,4,9,Pattern Processing
2011761,3.97,6,7,Tech
1562547,6.24,4,9.6,Jump Aim
1864007,6.29,4.2,9.4,Streams
1945754,6.45,4,9.3,Alt
1248700,6.6,4,9.5,Tech
1896862,6.19,4,9.3,Strain Stamina
1360931,6.26,4,9.1,Awkward Aim
94264,5.63,5,8,High Density Reading
1718994,6.53,4.3,9.3,Flow Aim
1947621,6.17,5.2,10,General Mechanics
698516,6.44,6.5,10,Precision
931853,6.3,5.6,10,Alt
87369,6.78,4,9.7,Jump Aim
2012311,6.56,3.8,10.3,Speed
361688,6.65,4,9.7,Speed
1115112,6,2,9.4,Awkward Aim
26924,5.17,5,7,Pattern Processing
206567,6.22,4,9,Tech
1568203,6.85,4.1,9.6,
1986140,6.49,4,9.5,Jump Aim
2060262,6.9,4.5,9.5,Streams
1905293,7.02,4,9.6,Alt
2103821,6.92,4.2,9.5,Tech
1803653,5.08,3.5,8.5,Strain Stamina
452694,7.05,4,9.6,Pattern Processing
2234193,,,,#N/A
2249551,6.18,4,8,High Density Reading
1618986,6.78,4,9.5,Flow Aim
596595,6.81,5.2,10,General Mechanics
2115380,,,,#N/A
793845,6.92,5.2,10,Alt
2243315,6.79,4,10.3,Speed
2015623,6.67,4.1,10,Speed
1982581,5.8,5,9,Awkward Aim
1142960,5.52,5,7,Pattern Processing
1303748,6.43,4,9.7,Tech
1070482,7.37,4,9.7,
1144999,5.76,4.1,9.3,Jump Aim
86757,5.8,4,9,Streams
1971458,5.7,3.8,9.1,Alt
1082403,5.83,4,9.2,Awkward Aim
1608193,5.39,4,9.2,High Density Reading
322416,5.74,5.2,10,General Mechanics
1877452,5.65,6.5,10,Precision
831035,5.68,4,10,Jump Aim
155573,5.62,4,9.7,Speed
1460834,5.75,4.3,9.3,Jump Aim
1083033,6.07,4,9.2,Streams
670501,5.6,3.8,9.5,Alt
1615502,5.64,4,9,Tech
178353,5.83,4,9,Strain Stamina
2147636,5.82,4,9.2,Awkward Aim
318714,6.02,4,9,High Density Reading
84911,5.15,4,8,Flow Aim
1883742,5.32,4,9,Tech
484661,5.6,5.2,10,General Mechanics
730428,,,,#N/A
1623299,5.09,5.2,10,Alt
31838,5.63,6.5,10,Low Density Reading
2090356,5.54,3.8,9.9,Jump Aim
451406,5.8,4,9.8,Speed
62759,5.84,4,9.7,Speed
267837,5.4,4,9.7,Low Density Reading
740932,5.94,4.2,9.3,Kitchen Sink
2125262,5.64,4,8.7,Streams
74684,5.92,4,9,Alt
1065863,6.01,4,9.4,Jump Aim
252103,5.94,4,9,Streams
1164369,5.64,4,9.6,Alt
2139224,5.32,4,9.2,Tech
1936561,5.97,4,9.2,Strain Stamina
1849878,6.11,4,9.4,Awkward Aim
327426,5.95,4,9,High Density Reading
78947,5.2,5,8,Flow Aim
1524297,4.92,3.5,9.3,Tech
327496,5.69,5.2,10,General Mechanics
618865,5.96,5.2,10,Precision
171678,5.75,5.2,10,Low Density Reading
1150189,6.11,4,10,Jump Aim
2046872,5.93,4,10,Speed
1900118,5.91,3.7,9.7,Low Density Reading
412057,6.03,4,9,Kitchen Sink
1474232,6.12,4.1,9.3,Streams
1182586,6.14,4.5,9.3,Alt
1026834,6.06,4,9.4,Jump Aim
197819,6.03,4,9,Streams
895806,5.81,2,9.6,Alt
1287822,6.08,4,9.6,Tech
720193,6.38,4.7,9.3,Strain Stamina
1488810,5.89,4.3,9.2,Awkward Aim
355262,6,4,9,High Density Reading
82920,4.93,4,8,Flow Aim
1538272,5.78,4,9.4,Tech
2245373,5.95,5.5,10,General Mechanics
553131,6.05,5.2,10,Precision
48386,6.31,6.5,9.8,Alt
1318077,5.84,5.2,10,Low Density Reading
145366,6.11,4,10.3,Speed
10801,6.17,6,9,Low Density Reading
1506561,6.28,4,9.3,Kitchen Sink
759823,5.74,4,9.6,Streams
495776,6.48,4.5,9.3,Alt
438187,6.59,4,9.6,Jump Aim
1243846,6.32,4.2,9.5,Streams
1557509,5.94,4,9.5,Alt
1634887,6.2,4,9.4,Tech
1723257,6.14,4,9.6,Awkward Aim
1072094,6.21,4,9,High Density Reading
634351,5.36,5,8,Flow Aim
1087789,6.2,4.2,9.5,Tech
1624963,6.24,5.5,10,General Mechanics
297337,6.14,5.2,10,Precision
2051026,5.65,5.2,10,Low Density Reading
128074,6.47,4,9.7,Jump Aim
144495,6.28,4,9.7,Speed
645355,6.59,4,10.1,Speed
2237868,6.31,4,10.3,Low Density Reading
2098486,6.56,4,9.5,Kitchen Sink
1609721,6.14,4.2,9.5,Streams
723079,6.56,4.3,9.4,Alt
1279068,6.69,4.2,9.5,Jump Aim
1966769,6.48,4,9.5,Alt
2100850,5.88,4,9.5,Tech
2137969,6.25,3.5,9.3,Strain Stamina
2131275,6.37,4,9.2,Awkward Aim
2058323,5.95,4.5,9.5,High Density Reading
55507,5.44,4,8,Flow Aim
1278874,6.08,4.2,9.2,Tech
1778453,6.25,5.6,10,General Mechanics
1704553,6.31,5.5,10,Precision
1826146,5.29,6.5,10,Alt
899382,6.31,5.2,10,Low Density Reading
1426407,6.32,4.2,10.2,Jump Aim
2048566,6.38,4,10,Speed
125660,6.34,4,9.7,Speed
27810,6.28,5,9,Low Density Reading
2107837,6.44,4,9.4,Kitchen Sink
2158783,6.68,4.5,9.5,Streams
1023091,6.49,4,9.6,Alt
1041727,6.57,4.2,9.3,Jump Aim
1425047,6.52,4.2,9.3,Streams
1220396,6.51,3,9.4,Alt
1636127,6.69,4,9.3,Tech
217051,6.1,4,9,Strain Stamina
19467,4.67,6,6,Pattern Processing
1290123,6.62,4,9.5,Awkward Aim
949234,6.58,3.9,9.3,High Density Reading
47540,5.91,3,8,Flow Aim
1522554,6.17,5,9,Tech
1168674,6.56,5.2,10,General Mechanics
1619453,6.62,5.2,10,Precision
117641,6.37,6.5,10,Alt
1610215,6.29,5.2,10,Low Density Reading
1660139,6.45,4,10.3,Jump Aim
1038400,6.74,4,10,Speed
195621,6.67,4,9.7,Speed
46827,6.91,5,9.7,Low Density Reading
1251769,6.66,4,9.4,Kitchen Sink
1295546,6.9,4.1,9.5,Streams
1242895,7.03,4,9.5,Alt
1848230,6.92,4,9.8,Jump Aim
1826282,7.05,4.5,9.6,Streams
2303942,6.75,4.6,9.2,Alt
2463108,,,,#N/A
1939633,6,5.5,8,Strain Stamina
2039544,6.97,3.8,9.6,Pattern Processing
2237075,6.76,4,9,Awkward Aim
1809039,6.53,4,9.5,High Density Reading
708466,6.79,4,9.6,Flow Aim
115384,5.97,5,8,Tech
1410763,6.99,5.2,10,General Mechanics
134563,7.18,6.5,10,Precision
2259971,6.81,4.9,10,Alt
2229381,6.54,5.2,10,Low Density Reading
516322,7.04,4,10.3,Jump Aim
758298,6.87,4,10,Speed
554864,6.76,4,10,Speed
86266,6.65,4,9.7,Low Density Reading
1624249,7.07,3.8,9.8,Kitchen Sink
2139225,6.46,4,9.6,Streams
1613198,6.46,4.3,8.1,Alt
910134,5.1,4,9,Jump Aim
637477,5.32,4,9,Streams
2044890,5.07,3.8,9.1,Alt
1288480,5,4,9.3,Tech
958661,5.29,4,9.2,Awkward Aim
62286,3.94,4,8,High Density Reading
2216650,4.94,4.9,10,General Mechanics
1559778,5.06,5.2,10,Precision
945609,5.23,4,9.7,Jump Aim
1968904,4.92,3.6,9.7,Speed
1717844,5.37,4,9,Jump Aim
484890,5.45,4,9,Streams
1803506,4.82,4,9,Alt
1519885,5.24,3,9,Tech
1659750,5.15,4,9,Awkward Aim
85761,4.43,4,8,High Density Reading
1468210,5.12,3.8,9.2,Flow Aim
2019586,5.28,4.9,10,General Mechanics
2066668,4.52,6.5,10,Precision
949233,5.08,5.2,10,Alt
1513542,5.04,4,9.7,Speed
225413,5.55,4,9.7,Speed
577517,5.37,4,9.2,Kitchen Sink
628369,5.59,4.5,9,Streams
1255843,4.99,4,9,Alt
1573242,5.45,4,9.2,Jump Aim
509610,5.55,4,9.2,Streams
2201523,5.2,4,9,Alt
1549043,5.34,4.3,9,Tech
1487700,5.34,4,9,Awkward Aim
41024,4.97,4,8,High Density Reading
311665,5.28,4,9,Flow Aim
1069973,5.33,5.2,10,General Mechanics
120461,4.97,6.5,10,Precision
859001,4.95,5.2,10,Alt
1516821,5.57,4.2,9.7,Jump Aim
1582586,5.29,4,9.7,Speed
91796,5.4,5,9.7,Speed
1922594,5.64,4.2,9.3,Kitchen Sink
2239403,5.4,4.3,9.3,Streams
2024851,5.23,4.3,9.3,Alt
978325,5.8,3.5,9.3,Jump Aim
306018,5.82,4,9,Streams
2154177,5.33,4.5,9.2,Alt
281914,5.44,4,9,Tech
1966084,5.46,4,9.3,Awkward Aim
28148,5.09,5,8,High Density Reading
850992,5.24,4,9,Flow Aim
1603339,5.21,5.2,10,General Mechanics
64589,5.25,6.5,9.8,Precision
1569488,5.41,4.9,10,Alt
2013879,5.67,4,10,Jump Aim
364443,5.4,4,9.7,Speed
48013,5.31,5,9,Speed
2114276,5.32,3,9.2,Kitchen Sink
1124153,5.75,4.1,9.3,Streams
870152,5.88,4.2,9.1,Alt
524187,5.7,4,9.3,Jump Aim
1806961,5.8,3.2,9.3,Streams
442037,5.3,4,9.3,Alt
622137,5.94,4,9,Tech
1656879,5.47,4,9.2,Strain Stamina
1652205,5.71,4,9,Awkward Aim
74117,5.03,4,8,High Density Reading
658994,6.03,4,9.3,Flow Aim
1781960,5.51,4.1,9.3,Tech
1296762,5.32,5.5,10,Alt
887095,5.61,5.2,10,Low Density Reading
793190,5.83,4,9.9,Speed
474929,5.21,4,9.9,Speed
79362,5.61,4,9.7,Low Density Reading
903667,5.96,4,9.3,Kitchen Sink
2007348,6,4.2,9.2,Streams
1415376,5.58,4,9.4,Alt
1643641,6.16,4,9.3,Jump Aim
1038376,6.06,4,9.2,Streams
1392667,5.78,4,9.3,Alt
341005,5.56,4,9,Tech
1597640,5.88,4,9.2,Awkward Aim
326784,5.76,4,9,High Density Reading
47686,5.26,3,8,Flow Aim
1360970,5.39,4,9.3,Tech
1916377,5.59,5.5,10,General Mechanics
244224,5.79,5.2,10,Precision
23847,5.52,6.5,9.8,Alt
153679,5.26,5.2,10,Low Density Reading
872657,5.76,3.8,10,Jump Aim
220983,6.05,4,9.7,Speed
985471,5.9,4,9.7,Speed
1660974,5.95,4,9.9,Low Density Reading
2256823,5.92,3.8,9.2,Kitchen Sink
1445673,6.2,4,9.4,Streams
1633532,5.7,3.8,9.6,Alt
1462180,5.98,4,9.3,Jump Aim
1306871,6.07,4.2,9.4,Streams
1009327,5.53,4,9.6,Alt
1018845,5.8,4.2,9.3,Tech
1632337,5.89,2.5,9.6,Strain Stamina
1439335,5.17,7,9,Pattern Processing
1490581,5.6,3.8,9.3,Awkward Aim
1323428,5.95,4,9.2,High Density Reading
161159,5.13,5,8,Flow Aim
1694583,5.84,4,9.3,Tech
976695,5.99,5.2,10,General Mechanics
511045,5.86,5.2,10,Precision
87223,5.52,6.5,10,Alt
1224754,5.58,3.9,10,Low Density Reading
83198,5.71,4,10.3,Jump Aim
923254,5.95,4,9.9,Speed
134141,6.09,4,9.7,Speed
151215,6.16,4,9.7,Low Density Reading
772774,6.21,4,9.3,Kitchen Sink
1601387,6.01,4,9.3,Streams
1699159,5.96,4,9.5,Alt
1168674,6.2,4,9.2,Jump Aim
257793,6.17,4,9,Streams
1387233,6.06,3,9.2,Alt
984660,5.94,4.1,9.3,Tech
688942,5.92,4,9.5,Strain Stamina
952010,6.15,4,9.5,Pattern Processing
1965586,6.07,4,9,Awkward Aim
75689,4.87,4,8,Flow Aim
1104638,5.87,4,9.2,Tech
1001573,6.13,5.3,10,General Mechanics
31782,5.83,6.5,10,Precision
1570760,6.07,3.9,10,Alt
1515012,5.15,5.3,10,Low Density Reading
218464,6.12,4,10.3,Jump Aim
1224936,6.14,3.6,9.9,Speed
720172,6.22,4,9.7,Speed
1871257,5.97,4,9.8,Low Density Reading
898597,6.28,3.7,9.4,Kitchen Sink
767203,6.28,4,9.3,Streams
1238045,6.03,4,9.4,Alt
1097612,5.81,3.3,9.3,Jump Aim
1259185,5.34,4.7,9.3,Streams
1883717,5.27,4,9,Alt
201570,5.48,4,9,Tech
2157548,5.64,3.5,9.2,Awkward Aim
1461560,5.59,4,9.2,High Density Reading
163836,5.5,5.2,10,General Mechanics
456247,5.41,4.8,10,Precision
176676,5.52,4,9.7,Jump Aim
1487644,5.77,4.5,9.8,Speed
1782655,5.69,3.8,9.3,Jump Aim
1277690,5.98,4,9.3,Streams
1762322,5.66,4,9.3,Alt
1834172,5.66,3.9,9.3,Tech
1443510,5.66,4,9,Awkward Aim
26052,4.82,5,8,High Density Reading
351996,5.75,4,9.3,Flow Aim
1047864,5.73,5.2,10,General Mechanics
26726,6.02,6.5,10,Precision
669374,5.54,5.2,10,Alt
1290618,5.85,4,9.7,Jump Aim
1035068,5.78,3.8,9.9,Speed
1930404,6.11,4,10,Speed
1204162,5.38,4,9.4,Kitchen Sink
2124671,6,4.3,9.2,Alt
1837093,6.01,4,9.5,Jump Aim
2067141,5.78,4,9.2,Streams
1554749,5.73,4,9.5,Alt
1104638,5.87,4,9.2,Tech
1009329,,,,#N/A
54697,5.25,4,8,High Density Reading
1893220,5.77,3.6,9,Flow Aim
1744644,5.93,5.5,10,General Mechanics
258384,5.79,6.5,10,Precision
1493143,5.63,3.9,10,Alt
796091,6.12,4.5,9.7,Jump Aim
2148398,5.86,5.3,10.1,Speed
1686207,6.1,4,10,Speed
1941920,6.12,3.8,9.2,Kitchen Sink
2026595,6.32,5,9.4,Streams
1139633,6.15,4,9.3,Alt
2133935,6.52,4,9.3,Jump Aim
281036,6.31,5,9,Streams
160490,6.01,4,9.5,Alt
2073258,5.54,4,9.3,Tech
1863342,5.85,4,9.3,Awkward Aim
1863209,5.82,4.2,9.3,High Density Reading
118054,5.23,4,8,Flow Aim
2173405,6.24,5.2,10,General Mechanics
395239,5.9,6.5,10,Precision
824359,5.79,5.5,10,Alt
464496,6.37,4,9.7,Jump Aim
1352853,6.06,4,10.2,Speed
813166,6.12,4,10,Speed
925161,6.14,4.2,9.6,Kitchen Sink
1386449,6.19,4.2,9.6,Streams
1573582,6.1,4.2,9.6,Alt
942788,,,,#N/A
1564926,6.26,4,9.4,Streams
2133726,5.92,4,9.6,Alt
1731655,6.05,4,9.6,Tech
163897,5.94,4,9.2,Awkward Aim
1524996,5.29,4,8,High Density Reading
1498891,5.83,4.2,9.2,Flow Aim
1618950,4.96,4,9,Tech
1534713,6.56,5.2,10,General Mechanics
50148,6.34,6.5,10,Precision
1163090,6.17,5.5,10,Alt
670501,6,4.9,10,Low Density Reading
812721,6.39,3.9,10,Jump Aim
772983,6.37,4.5,9.7,Speed
1660761,6.11,4,10.1,Speed
144308,6.05,4,9,Low Density Reading
625965,6.67,3.7,9,Kitchen Sink
1805910,6.55,4,9.5,Streams
1640253,6.38,4,9.6,Alt
1240236,6.45,4,9.6,Jump Aim
433168,6.17,4.5,9.2,Streams
1739893,5.66,4,9.4,Alt
1678973,6.03,3.8,9.6,Tech
262302,6.41,4,9,Strain Stamina
1019570,6.11,4.2,9.4,Awkward Aim
144356,5.75,4,8,High Density Reading
2055575,5.71,4,9.3,Flow Aim
1990062,6.18,3.8,9.3,Tech
1231520,6.23,5.2,10,General Mechanics
501755,6.33,6.5,10,Precision
487589,6.03,5.2,10,Alt
566085,5.75,5.2,10,Low Density Reading
482453,6.16,4,10.3,Jump Aim
142099,6.47,4,9.7,Speed
693412,6.3,4,10,Speed
52220,6.18,4,9,Low Density Reading
1860808,5.98,5,9.4,Kitchen Sink
1414400,6.56,4,9.4,Streams
992437,6.23,4.3,9.5,Alt
1744194,6.51,4,9.6,Jump Aim
1039801,6.5,4,9.4,Streams
1559974,6.61,4,9.5,Alt
1411721,6.15,4,9.5,Tech
1938201,6.64,3.8,9.6,Strain Stamina
1901422,5.86,3.9,9.2,Pattern Processing
1094998,6.3,4,9.5,Awkward Aim
47152,5.32,4,8,High Density Reading
1575381,6.5,4,9.2,Flow Aim
1989198,6.22,3.8,9.2,Tech
664851,6.77,5.2,10,General Mechanics
1863224,6.95,6.5,10,Precision
1950959,6.21,5.2,10,Alt
1474641,6.05,5.2,10,Low Density Reading
221409,6.58,4,10.3,Jump Aim
53479,6.63,4,9.7,Speed
991229,6.41,4.2,10.1,Speed
34830,6.36,4,9,Low Density Reading
855762,6.86,4.2,9.8,Kitchen Sink
1218337,7.05,3.3,9.7,Streams
839711,6.11,3.8,9.5,Alt
1148697,6.78,4.1,9.8,Jump Aim
970233,6.69,4.1,9.5,Streams
1971717,6.23,4,9.5,Alt
1679782,6.72,4,9.5,Tech
1852786,6.78,4.2,9.5,Strain Stamina
24557,5.03,5,7,Pattern Processing
2158410,6.83,4,9.4,Awkward Aim
62269,5.98,4,8,High Density Reading
1261914,6.2,4.5,9.2,Flow Aim
2065883,6.46,2,9.8,Tech
1660842,6.7,5.2,10,General Mechanics
104389,6.77,6.5,10,Precision
2164160,6.69,5.2,10,Alt
883790,6.32,5.9,10,Low Density Reading
229676,6.95,4,10.3,Jump Aim
2051306,6.39,4,10,Speed
289256,6.86,4,9.7,Speed
37433,7.11,3,9,Low Density Reading
1002613,6.7,4.1,9.7,Kitchen Sink
992389,6.91,4.2,9.5,Streams
1179747,6.54,4.4,9.6,Alt
1466000,6.32,4,9.5,Jump Aim
1341554,5.46,4.3,9.3,Streams
96055,5.89,4,9,Awkward Aim
2057956,5.79,4.2,9.3,High Density Reading
1286416,5.81,5.9,10,General Mechanics
1452809,6.01,5.2,10,Precision
643607,6.02,4,10,Speed
2189653,6.45,4,9.4,Jump Aim
1971718,5.67,4,9.5,Streams
1863342,5.85,4,9.3,Tech
799166,6.01,4,9.2,Awkward Aim
84538,5.29,4,8,Flow Aim
1167317,6.02,5.2,10,General Mechanics
1849128,5.88,4.9,10,Precision
1782852,5.55,6.5,10,Alt
1896893,6.45,4,9.7,Jump Aim
1531709,6.21,4.3,9.7,Speed
1941532,6.06,4,10,Speed
1011471,6.2,4.1,9.4,Kitchen Sink
766466,6.42,4.2,9.3,Streams
1569836,6.13,4,9.6,Alt
1977809,6.4,3.7,9.3,Jump Aim
2002882,6.49,5,9,Streams
2196768,5.43,4,9.2,Alt
1457925,6.29,4,9.4,Tech
1942123,6.31,4,9.5,Awkward Aim
548376,5.87,4,9,High Density Reading
80200,5.77,4,8,Flow Aim
557218,6.43,5.2,10,General Mechanics
1582806,5.98,5.2,10,Precision
236850,5.98,6.5,10,Alt
430371,6.87,4,10,Jump Aim
1622359,6.27,4,10,Speed
88302,6.37,4,9.7,Speed
1431722,6.26,4.5,9.3,Kitchen Sink
1391631,6.61,4,9.4,Streams
1099170,6.47,4,9.4,Jump Aim
1583059,6.09,5,9.3,Streams
1927613,6.24,4.5,9.5,Tech
995932,6.56,3,9.5,Strain Stamina
596595,6.47,4,9.3,Awkward Aim
1619453,6.3,4,9.4,High Density Reading
2022378,6.07,4,9.4,Flow Aim
87171,5.55,5,8,Tech
978326,6.4,5.2,10,General Mechanics
1037313,6.28,5.9,10,Precision
1025871,6.17,5.5,10,Alt
1524296,5.34,7.2,10,Low Density Reading
1897393,6.55,4,9.9,Jump Aim
2044560,6.68,4,9.7,Speed
997887,6.35,3.8,10,Speed
48416,6.7,4,10.3,Low Density Reading
2077854,6.38,4.5,9.5,Kitchen Sink
1590496,6.96,4.2,9.6,Streams
2101856,6.75,4.2,9.4,Alt
1296305,6.98,4,9.5,Jump Aim
1415026,6.93,4,9.5,Streams
1245231,6.56,4,9.6,Alt
122693,6.75,4,9,Tech
1714634,6.73,4,9,Strain Stamina
2152484,6.79,4,9.5,Awkward Aim
2046771,6.2,4,9.5,High Density Reading
2150750,6.11,5,9,Flow Aim
1945907,5.72,5,8,Tech
1629264,6.77,5.2,10,General Mechanics
2055575,6.13,5.2,10,Precision
262302,6.76,5.2,10,Alt
754991,6.28,6.5,10,Low Density Reading
1360672,6.92,4,10,Jump Aim
946064,6.67,4,10.3,Speed
724440,6.8,4,10,Speed
1938934,6.79,4.6,9.9,Low Density Reading
1700432,6.66,4.2,9.5,Kitchen Sink
1572058,7.35,4.4,9.6,Streams
1491660,6.95,3.8,9.6,Alt
1750280,7.07,4,9.5,Jump Aim
1749822,7.21,4,9.6,Streams
1773876,6.94,4,9.4,Alt
1783014,6.83,4.5,9.3,Tech
146957,6.6,4,9,Strain Stamina
1817464,7.21,5,9.3,Pattern Processing
1578322,6.55,4,9.6,Awkward Aim
1634985,6.85,4.5,9.4,High Density Reading
1619010,6.25,6,9,Flow Aim
41313,5.67,5,8,Tech
1719416,6.98,5.2,10,General Mechanics
1772923,6,5.3,10,Precision
89229,6.71,5.2,10,Alt
1628717,6.5,6.5,10,Low Density Reading
2125537,6.96,4.3,9.9,Jump Aim
1256329,6.72,4.5,10.3,Speed
1930097,7.5,4,10,Speed
1924965,7.07,4,9.7,Low Density Reading
1968148,7.08,4,9.5,Kitchen Sink
1582287,7.27,4,9.7,Streams
1562317,6.98,4.6,9.6,Alt
1711021,7.37,4,9.5,Jump Aim
1245365,7.23,3.5,9.5,Streams
1640115,7.02,4,9.8,Tech
1979462,6.66,5,9.2,Strain Stamina
48098,6.26,5,8,Pattern Processing
1506910,7.08,4.2,9.6,Awkward Aim
572051,6.8,4,10,High Density Reading
1578784,6.56,4,9.6,Flow Aim
1680262,7.12,5.2,10,General Mechanics
1249833,7.14,5.5,10,Precision
202756,6.74,5.2,10,Alt
1588845,6.87,7.8,10,Low Density Reading
416492,7.15,4.2,10,Jump Aim
955279,6.68,4.3,10.5,Speed
2095148,7.39,4,10,Speed
970516,6.78,4,10.1,Low Density Reading
1492654,6.52,4.8,9.6,Kitchen Sink
1432943,7.6,4,9.6,Streams
2143044,7.11,4,9.3,Alt
1790755,5.96,4,9.3,Jump Aim
1845341,5.23,4,9.2,Streams
776594,5.8,3.8,9.3,Alt
1761256,5.75,4,9,Awkward Aim
461608,5.93,4,9,High Density Reading
1461560,5.92,5.2,10,General Mechanics
1732279,5.64,5.9,10,Precision
267657,6.08,4,10,Jump Aim
344403,5.54,4,9.7,Speed
1379897,5.89,3.8,9.3,Jump Aim
194953,5.78,4,9,Streams
2061191,5.47,3.8,9.3,Tech
124508,5.4,4,8,High Density Reading
1647921,5.66,4,9.1,Flow Aim
384718,5.91,5.2,10,General Mechanics
1244306,5.78,5.2,10,Precision
136673,5.69,6.5,10,Alt
1274975,6.29,4,9.7,Jump Aim
493755,5.56,4,10,Speed
2015326,5.79,3.7,9.9,Speed
1640342,6.04,4,9.6,Streams
1676793,6.02,4.2,9.2,Alt
1332972,6.32,4,9.4,Jump Aim
1685788,6.48,5,9.3,Streams
1782387,5.89,4.5,9.3,Alt
1389960,5.93,4.2,9.5,Awkward Aim
2153558,5.85,4,9,High Density Reading
39549,5.27,4,8,Flow Aim
2056998,6.22,5.2,10,General Mechanics
1250198,5.7,5.3,10,Alt
1022432,6.59,4,9.7,Jump Aim
67989,6.05,5,9.7,Speed
859007,6.08,4,10.1,Speed
1134070,6.27,4,9.5,Kitchen Sink
644971,6.42,4,9.3,Streams
458582,6.1,4.5,9.4,Alt
1931971,,,,#N/A
1803763,6.38,4,9.5,Streams
2023935,6.25,4.2,9.5,Alt
1063108,6.19,4,9.5,Tech
279874,6.1,4,9,Strain Stamina
2176407,5.96,4,9,Awkward Aim
1776935,6.35,5,9.2,High Density Reading
1095907,5.95,4,9.5,Flow Aim
1759106,5.43,5,8,Tech
656385,6.4,5.2,10,General Mechanics
1009329,,,,#N/A
1104638,6.21,5.2,10,Alt
437202,6.04,6.5,10,Low Density Reading
94368,6.44,4,9.7,Jump Aim
1425631,6.51,4,10.2,Speed
1814067,6.01,3.8,9.7,Speed
54708,6.2,4,9.7,Low Density Reading
1854283,6.36,4.4,9.5,Kitchen Sink
1204683,7.2,4.2,9.5,Streams
316995,6.3,4,9.5,Alt
1931547,6.71,4.2,9.6,Jump Aim
2026358,6.52,4.7,9.2,Streams
2182118,6.31,4.5,9.6,Alt
1566520,6.24,3.8,9.3,Tech
1869048,6.39,4,9.6,Awkward Aim
1426926,6.53,4,9.5,High Density Reading
1582579,6.15,4,9,Flow Aim
44714,5.89,5,8,Tech
2133935,6.92,5.2,10,General Mechanics
1292178,6.03,5.9,10,Precision
171256,6.5,5.2,10,Alt
1463054,6.27,6.5,10,Low Density Reading
395027,6.87,4,10,Jump Aim
933022,6.22,4,10.3,Speed
2066990,6.35,4,10,Speed
1140087,6.53,4,9.4,Kitchen Sink
1412805,6.88,4.5,9.5,Streams
2218609,6.71,4,9.5,Alt
1635388,7.06,4.3,9.6,Jump Aim
386899,6.85,4.2,9.5,Streams
2011188,6.5,4.3,9.5,Alt
2088758,6.58,4,9.6,Strain Stamina
40017,6.22,4,8,Pattern Processing
776107,6.93,4,9.5,Awkward Aim
1853800,6.77,4.5,9.4,High Density Reading
